Kutle_kg,Hiz_m_s,Kinetik_Enerji_Joule
49.31,10.83,2891.76
820.67,16.87,116780.07
826.51,15.23,95855.7
588.41,1.17,402.74
353.75,19.97,70537.91
799.98,15.05,90598.73
555.13,17.28,82880.46
826.11,13.02,70021.25
631.83,17.13,92701.12
784.62,2.25,1986.07
598.96,6.95,14465.63
414.73,17.53,63723.45
957.99,4.03,7779.31
541.57,1.56,658.98
605.48,15.76,75193.83
221.27,16.71,30891.96
626.03,3.25,3306.22
572.04,17.09,83537.32
185.65,13.74,17524.21
60.53,10.4,3273.46
604.75,16.61,83422.87
763.93,8.38,26823.26
523.88,3.88,3943.35
227.55,5.7,3696.55
666.86,10.1,34013.19
81.03,10.63,4578.07
442.39,16.11,57407.2
164.2,15.83,20573.35
185.27,11.63,12529.52
203.09,15.62,24775.4
387.32,3.84,2855.63
52.1,1.0,26.05
398.4,17.47,60796.02
512.2,1.51,583.93
483.81,4.93,5879.48
383.4,13.91,37091.67
839.31,8.19,28148.82
146.18,17.53,22460.62
506.19,5.96,8990.34
62.98,0.24,1.81
72.08,6.01,1301.77
574.29,11.56,38372.22
566.45,7.52,16016.49
878.16,10.7,50270.27
558.32,17.53,85786.12
959.83,18.25,159841.69
49.65,5.32,702.61
98.91,9.24,4222.35
45.02,10.98,2713.81
186.09,18.98,33518.57
541.73,19.97,108021.21
645.93,4.71,7164.69
46.54,14.54,4919.55
946.02,7.56,27034.22
842.32,0.16,10.78
297.32,0.19,5.37
78.11,9.21,3312.81
170.72,9.77,8147.86
127.82,0.45,12.94
124.16,13.74,11719.93
519.04,5.88,8972.75
246.6,11.2,15466.75
358.78,6.02,6501.17
989.52,3.34,5519.34
684.63,8.14,22681.65
949.03,4.65,10260.2
143.41,10.7,8209.51
382.76,3.98,3031.54
555.18,10.17,28710.83
77.68,3.15,385.39
5.18,13.42,466.45
670.76,15.08,76267.56
642.18,2.21,1568.24
411.38,9.36,18020.42
490.15,1.42,494.17
416.03,11.96,29754.8
24.98,5.29,349.52
336.04,10.55,18701.05
177.91,10.35,9529.08
99.33,18.49,16979.48
956.76,10.98,57673.68
599.76,11.66,40770.37
728.93,8.03,23501.03
316.05,18.98,56926.99
393.75,15.54,47543.66
237.69,5.71,3874.83
97.87,16.88,13943.26
179.85,8.65,6728.41
797.72,16.57,109512.96
677.87,16.46,91828.2
547.38,3.78,3910.59
475.61,14.02,46743.05
922.51,5.81,15570.17
73.66,5.95,1303.87
281.32,5.93,4946.29
350.59,14.51,36906.63
782.64,4.6,8280.33
992.52,0.02,0.2
241.43,14.3,24685.01
874.43,3.42,5113.84
830.79,2.09,1814.49
225.43,4.75,2543.13
399.93,7.6,11549.98
410.26,9.52,18591.01
978.24,0.89,387.43
181.71,19.41,34229.45
799.36,14.32,81959.34
334.86,6.46,6987.12
731.14,6.37,14833.7
420.59,8.97,16920.52
578.78,12.52,45362.0
832.78,2.93,3574.67
804.36,3.78,5746.51
866.56,17.19,128032.55
60.56,5.13,796.88
692.36,7.6,19995.36
140.85,17.43,21395.46
416.4,13.26,36607.31
549.04,6.83,12806.06
403.34,13.67,37685.85
520.09,0.39,39.55
996.53,14.71,107816.62
136.08,9.74,6454.79
675.78,16.26,89333.93
396.6,19.09,72266.09
133.88,18.52,22959.78
159.58,18.19,26400.6
949.32,10.24,49771.71
879.72,7.2,22802.34
907.13,9.3,39228.84
991.54,13.8,94414.44
209.11,17.68,32682.05
356.08,4.14,3051.53
669.55,18.36,112849.17
484.32,16.3,64339.49
418.97,19.58,80311.61
358.45,17.61,55579.84
594.19,5.6,9316.9
576.02,2.12,1294.43
162.3,2.24,407.18
472.27,5.82,7998.46
553.92,12.28,41765.12
570.72,16.09,73876.31
210.9,17.99,34127.85
742.53,12.48,57824.67
26.17,0.11,0.16
355.48,3.73,2472.88
780.43,1.99,1545.29
564.33,7.27,14913.24
261.9,10.03,13173.69
695.26,0.87,263.12
567.82,6.97,13792.6
796.45,3.58,5103.81
735.29,12.94,61559.8
610.5,9.29,26344.33
488.69,9.91,23996.66
134.05,8.55,4899.7
262.07,19.12,47903.04
419.68,4.29,3861.92
599.7,10.33,31996.66
514.19,14.72,55706.93
288.9,11.14,17926.19
7.46,18.58,1287.66
496.74,7.56,14195.24
286.34,9.27,12303.01
734.87,1.77,1151.14
24.92,12.18,1848.47
585.24,5.76,9708.43
941.53,3.21,4850.81
175.23,10.89,10390.45
472.18,10.65,26777.92
92.33,1.52,106.66
626.06,13.96,61003.79
550.98,12.48,42907.68
407.96,3.78,2914.55
521.86,9.39,23006.75
896.68,14.41,93096.95
197.1,10.59,11052.2
23.54,7.91,736.43
861.8,6.45,17926.52
577.54,12.21,43051.02
890.77,18.78,157082.12
597.35,13.43,53870.49
810.35,1.49,899.53
430.24,9.21,18247.36
750.11,17.82,119099.62
913.13,1.89,1630.9
572.55,19.78,112004.64
181.6,18.98,32709.83
269.53,1.57,332.18
199.45,18.67,34761.03
247.61,7.26,6525.46
307.11,16.89,43804.96
555.58,8.37,19461.11
588.4,8.82,22886.52
427.07,12.68,34332.67
615.81,15.49,73878.76
82.49,0.68,19.07
88.7,11.86,6238.25
172.66,3.73,1201.1
518.56,6.92,12415.99
214.78,6.96,5202.14
284.0,9.38,12493.78
400.91,6.68,8944.78
812.05,2.15,1876.85
14.85,2.91,62.88
649.73,0.67,145.83
669.21,9.4,29565.7
798.86,19.09,145563.52
932.82,2.31,2488.81
21.12,18.93,3784.12
154.63,14.67,16638.88
886.29,12.75,72038.76
459.06,12.91,38255.33
565.03,16.53,77194.65
663.36,2.14,1518.96
679.39,10.1,34652.29
931.81,13.94,90536.34
996.95,11.74,68703.61
720.44,16.66,99981.08
287.93,1.45,302.69
879.87,13.81,83902.69
50.17,10.68,2861.26
231.85,7.58,6660.63
897.49,6.81,20811.04
256.94,12.42,19817.32
221.43,17.82,35157.81
138.99,9.92,6838.75
859.25,16.49,116823.67
500.56,8.04,16178.5
675.22,2.05,1418.81
239.83,1.23,181.42
758.28,1.03,402.23
760.25,7.6,21956.02
313.29,6.74,7116.01
411.27,14.36,42403.91
210.48,14.86,23239.05
976.58,1.02,508.02
645.96,4.42,6309.87
934.61,5.49,14084.62
304.08,10.95,18229.98
782.11,2.89,3266.13
766.09,2.68,2751.18
691.96,18.88,123326.09
965.67,16.08,124844.91
394.16,3.61,2568.37
131.59,8.13,4348.85
672.04,7.11,16986.52
729.58,15.82,91296.87
575.49,10.2,29936.99
207.61,2.56,680.3
504.95,14.78,55152.76
312.88,7.94,9862.54
428.04,5.26,5921.42
645.57,7.51,18205.11
745.47,9.96,36975.91
232.99,6.86,5482.21
405.92,4.84,4754.46
269.89,7.97,8571.83
199.43,0.38,14.4
783.6,15.45,93523.64
909.34,3.42,5318.0
370.86,0.88,143.6
751.53,13.07,64190.02
897.1,15.48,107486.22
846.28,16.28,112148.35
183.63,9.87,8944.33
956.34,4.11,8077.3
377.3,14.74,40987.53
339.9,13.99,33262.63
63.37,4.93,770.1
486.69,18.07,79458.2
109.9,2.09,240.03
249.29,19.65,48128.24
317.63,17.2,46983.83
809.02,13.76,76588.95
875.61,18.77,154244.35
303.16,14.45,31650.28
858.84,3.81,6233.5
857.37,8.84,33499.85
764.89,1.43,782.06
147.55,7.79,4476.97
690.63,14.83,75944.75
945.08,7.73,28235.64
682.86,6.61,14917.79
332.29,11.91,23567.35
501.08,17.44,76202.64
646.08,0.95,291.54
511.06,7.71,15189.75
120.83,3.16,603.28
312.75,13.91,30256.7
802.59,2.11,1786.61
861.56,13.3,76200.67
138.16,5.72,2260.19
952.43,3.98,7543.44
329.49,18.73,57794.67
662.65,0.37,45.36
752.07,8.76,28856.02
812.13,0.43,75.08
945.8,9.67,44220.36
313.61,10.02,15743.28
858.65,6.43,17750.4
132.56,2.64,461.95
705.34,7.53,19996.71
742.24,13.45,67136.54
678.05,15.65,83034.85
253.06,10.62,14270.61
873.17,11.8,60790.1
169.69,4.01,1364.32
54.58,5.75,902.28
717.75,3.24,3767.33
476.0,4.99,5926.22
849.25,4.5,8598.66
384.01,10.39,20727.34
169.11,11.25,10701.49
836.61,18.9,149422.73
549.36,3.91,4199.34
190.01,12.83,15638.67
720.66,16.35,96324.32
511.6,11.2,32087.55
604.71,5.1,7864.25
461.44,5.25,6359.22
828.88,0.79,258.65
829.73,6.11,15487.78
709.68,14.89,78672.32
106.3,0.95,47.97
839.02,4.39,8084.84
671.34,14.12,66924.0
697.33,15.65,85395.9
363.62,9.11,15088.79
879.4,13.96,85689.44
725.65,7.76,21848.45
113.48,3.2,581.02
408.37,7.96,12937.49
886.49,11.6,59643.05
48.15,18.96,8654.52
961.46,1.38,915.5
679.48,10.15,35000.86
631.74,6.58,13676.03
271.29,10.17,14029.61
249.54,0.48,28.75
942.12,6.26,18459.71
298.97,16.4,40205.49
775.73,11.08,47616.79
393.73,9.01,15981.52
140.11,5.71,2284.08
11.7,5.96,207.8
544.71,7.66,15980.59
975.8,16.71,136233.44
369.77,19.34,69153.57
357.84,8.77,13761.26
344.75,7.87,10676.37
521.02,16.93,74668.65
441.22,8.54,16089.44
880.03,11.04,53629.73
506.02,4.62,5400.35
508.25,14.87,56191.33
139.23,10.64,7881.09
982.76,16.18,128639.55
250.72,15.61,30546.73
74.29,4.3,686.81
663.48,14.31,67932.42
595.77,16.0,76258.56
415.73,6.92,9953.91
422.77,3.45,2516.01
785.28,0.05,0.98
196.52,9.02,7994.47
820.43,7.05,20388.71
649.1,11.1,39987.81
419.55,3.76,2965.72
458.57,17.19,67752.82
257.39,5.16,3426.58
752.36,4.53,7719.55
513.36,9.61,23704.94
321.53,9.98,16012.26
596.45,4.3,5514.18
995.74,5.44,14733.77
435.83,3.39,2504.3
920.77,14.37,95068.08
345.67,15.4,40989.55
55.68,9.25,2382.06
205.04,14.28,20905.71
419.28,14.72,45424.46
220.42,2.77,845.63
1.23,19.32,229.56
915.09,16.42,123361.64
844.04,4.09,7059.59
742.55,3.72,5137.85
168.65,2.51,531.26
121.24,2.77,465.13
68.54,14.96,7669.68
724.31,9.39,31931.97
928.88,15.66,113897.22
431.11,14.93,48048.27
120.02,12.09,8771.55
512.88,13.73,48342.25
349.48,0.37,23.92
375.45,6.24,7309.56
621.71,12.76,50612.67
719.0,0.19,12.98
111.49,0.66,24.28
36.55,17.04,5306.36
994.34,13.68,93041.59
233.5,5.31,3291.89
54.78,13.76,5185.96
190.69,15.85,23952.81
39.92,6.14,752.48
392.42,0.72,101.72
802.6,18.66,139730.89
341.9,6.9,8138.93
444.74,2.13,1008.87
675.91,9.84,32722.7
509.39,15.37,60168.36
861.58,4.43,8454.21
866.17,5.39,12582.03
10.9,4.85,128.2
778.27,19.83,153019.13
461.27,3.95,3598.48
988.85,11.51,65501.47
483.75,18.51,82871.24
986.91,2.94,4265.23
754.81,19.42,142333.16
249.36,18.95,44772.9
538.86,17.69,84314.37
992.14,4.29,9129.72
857.67,12.68,68949.12
98.27,15.22,11382.04
706.67,19.72,137404.35
346.23,3.61,2256.05
7.98,15.32,936.46
404.08,6.78,9287.46
235.52,3.51,1450.81
819.05,8.43,29102.85
337.99,15.88,42616.21
827.7,9.3,35793.89
1.6,10.75,92.45
308.51,19.9,61086.52
241.92,7.98,7702.78
234.33,12.31,17754.73
69.12,7.3,1841.7
187.94,7.86,5805.43
555.99,13.91,53788.72
292.07,18.76,51395.21
417.98,10.85,24602.83
377.49,15.37,44588.53
876.03,1.78,1387.81
905.39,4.22,8061.77
493.46,10.04,24870.78
330.83,0.4,26.47
107.69,5.06,1378.63
953.45,10.35,51067.97
61.17,0.3,2.75
298.35,5.29,4174.53
298.77,10.28,15786.77
321.08,11.46,21083.98
165.12,18.52,28317.29
783.38,12.91,65282.23
123.38,8.29,4239.59
635.27,18.61,110007.2
124.72,15.7,15371.12
71.47,4.0,571.76
909.52,2.62,3121.65
190.94,13.52,17451.0
821.43,11.2,51520.09
545.09,15.79,67952.04
78.78,14.78,8604.68
955.49,12.5,74647.66
247.71,19.73,48213.4
859.79,10.67,48943.07
169.64,2.26,433.23
854.09,16.57,117251.57
14.22,5.04,180.61
512.27,15.55,61934.08
769.67,19.14,140980.3
934.86,13.94,90832.68
909.29,11.92,64598.87
819.81,9.21,34769.82
888.3,7.29,23603.95
200.02,7.06,4984.86
284.9,12.73,23084.44
289.68,15.03,32719.49
377.68,13.57,34773.92
393.93,3.97,3104.35
545.01,9.88,26600.41
160.72,15.83,20137.32
691.56,9.51,31272.38
168.4,10.73,9694.19
311.0,15.42,36974.23
503.84,13.23,44094.29
796.64,8.19,26717.75
739.73,17.91,118640.89
645.89,3.25,3411.11
156.62,19.91,31042.72
547.5,2.38,1550.63
88.36,0.3,3.98
377.99,17.8,59881.18
414.1,4.9,4971.27
40.77,14.59,4339.32
274.71,16.22,36136.51
955.69,17.18,141037.1
953.68,19.83,187507.27
352.97,5.88,6101.86
44.06,14.2,4442.13
179.92,2.31,480.04
392.83,8.14,13014.38
947.83,16.96,136317.67
142.06,7.35,3837.22
763.75,11.82,53352.67
109.57,10.08,5566.51
981.28,12.92,81900.77
382.23,19.46,72373.65
775.46,1.11,477.72
343.25,11.48,22618.53
628.04,17.26,93548.94
192.82,9.63,8940.76
146.87,1.57,181.01
938.13,11.21,58944.63
917.73,6.64,20231.17
887.58,3.1,4264.82
625.81,16.98,90216.89
808.46,10.43,43974.12
69.97,18.67,12194.68
335.45,16.12,43584.08
314.39,13.86,30197.1
636.01,0.1,3.18
356.6,8.56,13064.68
149.36,3.95,1165.19
596.87,18.22,99070.99
814.57,3.49,4960.77
382.74,5.72,6261.32
133.14,10.34,7117.37
197.49,5.27,2742.44
238.25,4.2,2101.37
300.6,11.98,21571.12
643.15,1.78,1018.88
601.34,1.16,404.58
696.38,7.44,19273.57
363.14,14.41,37702.67
824.17,11.1,50772.99
204.88,8.46,7331.79
469.57,11.32,30085.91
801.14,7.31,21404.9
180.98,18.72,31711.17
110.75,1.1,67.0
883.8,13.47,80178.73
343.59,17.83,54615.16
684.19,16.08,88454.27
26.32,3.68,178.22
690.36,5.92,12097.32
316.79,14.34,32571.65
56.69,1.69,80.96
610.2,16.24,80466.34
241.56,14.38,24975.42
387.42,14.59,41234.68
81.5,2.0,163.0
148.02,14.36,15261.57
298.68,13.6,27621.93
90.67,16.62,12522.63
910.92,0.83,313.77
7.04,0.46,0.74
484.38,7.46,13478.26
124.12,2.98,551.12
308.37,11.17,19237.49
926.13,18.35,155924.4
162.53,7.83,4982.27
965.87,16.9,137931.07
206.59,0.0,0.0
741.82,3.37,4212.39
547.13,0.61,101.79
884.59,6.56,19033.55
554.44,18.16,91423.16
535.02,1.94,1006.8
196.26,12.13,14438.54
167.06,9.03,6811.11
916.57,18.77,161459.72
328.51,2.45,985.94
372.71,4.24,3350.22
760.06,0.59,132.29
339.48,8.68,12788.62
952.11,5.56,14716.57
738.19,17.4,111747.2
597.83,12.1,43764.15
881.01,12.28,66427.45
50.56,10.64,2861.94
257.81,1.84,436.42
465.57,8.9,18438.9
227.75,19.99,45504.46
744.16,16.7,103769.39
919.29,17.87,146781.61
424.35,16.46,57484.91
342.79,2.06,727.33
961.59,4.55,9953.66
445.41,0.06,0.8
489.56,6.07,9018.89
352.3,2.17,829.47
909.64,9.46,40702.57
569.39,13.54,52193.59
762.41,17.49,116610.65
811.99,14.98,91105.44
342.51,18.77,60335.35
434.26,1.08,253.26
848.62,0.24,24.44
363.89,13.23,31846.36
794.14,5.79,13311.41
941.05,5.07,12094.8
623.59,6.62,13664.23
741.89,5.4,10816.76
805.29,10.23,42137.97
845.19,8.8,32725.76
395.66,10.25,20784.51
52.21,13.45,4722.46
402.47,7.74,12055.51
674.08,5.03,8527.42
450.9,3.32,2485.0
749.21,6.99,18303.24
357.63,14.84,39379.64
635.11,15.13,72693.71
187.23,13.34,16659.31
749.62,4.68,8209.24
546.15,11.76,37765.62
204.86,11.41,13335.17
292.62,9.69,13737.94
748.86,11.0,45306.03
483.12,9.84,23389.19
216.82,11.31,13867.38
967.3,14.31,99039.96
715.41,2.19,1715.59
957.18,14.99,107539.22
427.68,2.72,1582.07
475.63,1.33,420.67
898.06,19.52,171094.08
525.52,19.14,96259.39
707.57,1.21,517.98
252.92,8.87,9949.48
447.28,3.72,3094.82
124.33,9.71,5861.17
206.77,16.6,28488.77
1.94,19.01,350.54
40.23,12.69,3239.24
977.31,7.08,24494.52
243.11,12.07,17708.73
663.65,6.24,12920.47
839.26,18.2,138998.24
551.11,17.41,83522.95
153.99,11.16,9589.39
728.39,6.5,15387.24
600.65,5.87,10348.27
731.52,0.67,164.19
769.98,16.32,102539.16
975.43,9.01,39592.75
573.99,6.5,12125.54
342.3,9.42,15187.23
648.82,16.37,86934.39
69.37,2.49,215.05
897.5,17.15,131987.47
120.26,17.95,19374.04
328.51,18.93,58859.94
815.93,7.95,25784.41
597.72,4.34,5629.21
